date,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,class
2/3/2013 2:00,12,12,16,52,400,32,-1.5,1030.9,-16.9,0,1.7,LOW
2/3/2013 3:00,3,9,16,53,400,30,-1.4,1030.6,-17.6,0,1.4,LOW
2/3/2013 4:00,3,6,12,53,400,31,-1.5,1030.8,-17.7,0,0.9,LOW
2/3/2013 5:00,3,6,26,66,500,15,-1.8,1030.1,-17.5,0,2,LOW
2/3/2013 6:00,4,12,26,71,600,8,-2.5,1029.6,-17.7,0,0.7,LOW
2/3/2013 7:00,3,14,46,72,600,10,-1.7,1029.8,-17,0,1.2,LOW
2/3/2013 8:00,3,6,40,68,600,15,-0.4,1029.6,-17.6,0,1.8,LOW
2/3/2013 9:00,3,12,28,66,600,19,0.6,1029.7,-16.7,0,1.7,LOW
2/3/2013 10:00,3,10,31,72,600,14,1.7,1028.9,-16.3,0,1.6,LOW
2/3/2013 11:00,6,13,23,74,700,12,2.2,1028.2,-16.8,0,3.1,LOW
2/3/2013 12:00,16,18,24,73,800,17,2.7,1027.3,-16.4,0,2.7,LOW
2/3/2013 13:00,19,27,28,68,700,25,3.3,1025.7,-16.4,0,1.5,LOW
2/3/2013 14:00,32,36,23,63,700,31,3.8,1024.8,-16,0,1.3,MEDIUM
2/3/2013 15:00,31,37,24,65,800,33,3.9,1024.1,-16.5,0,1.2,MEDIUM
2/3/2013 16:00,34,42,32,73,1100,27,3.5,1023.6,-15.2,0,2.5,MEDIUM
2/3/2013 17:00,47,70,41,80,1100,21,2.2,1023.4,-13.6,0,0.4,MEDIUM
2/3/2013 18:00,58,83,49,85,1100,15,1.2,1023.2,-12.3,0,0.9,MEDIUM
2/3/2013 19:00,65,94,51,94,1200,3,1.5,1022.9,-13.8,0,1.2,MEDIUM
2/3/2013 20:00,78,108,55,101,1500,2,1.2,1022.9,-14.1,0,1.2,MEDIUM
2/3/2013 21:00,84,122,68,103,2200,2,0.6,1022.6,-14.2,0,1.3,MEDIUM
2/3/2013 22:00,88,132,65,104,2000,2,-0.6,1022.3,-13.9,0,1.4,MEDIUM
2/3/2013 23:00,84,116,62,100,2100,2,-0.8,1021.1,-13.4,0,1.3,MEDIUM
3/3/2013 0:00,88,127,69,98,2799,2,-1.4,1020.4,-13,0,1.2,MEDIUM
3/3/2013 1:00,104,145,78,97,3000,2,-2,1019.4,-13.2,0,1.2,MEDIUM
3/3/2013 2:00,106,142,72,94,2899,2,-2.8,1018.3,-12.3,0,1.4,MEDIUM
3/3/2013 3:00,96,147,55,88,2799,2,-2.6,1017.2,-13.2,0,1.2,MEDIUM
3/3/2013 4:00,89,130,54,88,2500,2,-4.3,1016.9,-11.8,0,0.9,MEDIUM
3/3/2013 5:00,79,102,48,89,2299,2,-5.6,1016.3,-10.9,0,0.8,MEDIUM
3/3/2013 6:00,81,107,50,86,2899,2,-5.8,1016.2,-11,0,0.8,MEDIUM
3/3/2013 7:00,90,140,45,83,3799,2,-3.1,1016.5,-11.1,0,1.5,MEDIUM
3/3/2013 8:00,100,171,51,82,4400,2,0.7,1016.2,-13,0,2.3,MEDIUM
3/3/2013 9:00,108,181,97,89,3299,2,3.5,1015.8,-13.8,0,0.4,MEDIUM
3/3/2013 10:00,100,147,90,94,2600,2,6.5,1014.9,-13.2,0,1.3,MEDIUM
3/3/2013 11:00,97,135,78,98,2399,2,11.4,1013.8,-10.8,0,0.9,MEDIUM
3/3/2013 12:00,101,134,79,109,2500,2,13.8,1012.5,-13.3,0,1.1,MEDIUM
3/3/2013 13:00,107,147,60,102,1899,11,16,1011.5,-13.5,0,5.9,MEDIUM
3/3/2013 14:00,84,114,25,67,900,40,16.7,1010.8,-14,0,4.3,MEDIUM
3/3/2013 15:00,43,82,15,49,600,53,16.9,1010.5,-12.7,0,2,MEDIUM
3/3/2013 16:00,26,89,22,61,700,44,16.4,1010.6,-15.4,0,2.9,MEDIUM
3/3/2013 17:00,50,132,21,67,700,42,13.1,1011.1,-10.1,0,1.7,MEDIUM
3/3/2013 18:00,41,93,28,77,900,30,8.7,1012.3,-11.3,0,1.6,MEDIUM
3/3/2013 19:00,68,196,69,131,1899,2,12.2,1013.4,-13.7,0,2,MEDIUM
3/3/2013 20:00,145,294,39,97,1300,11,11.7,1013.5,-12.6,0,0.9,HIGH
3/3/2013 21:00,79,91,17,69,700,24,5.3,1013.6,-10.9,0,0,MEDIUM
3/3/2013 22:00,24,40,18,83,900,5,3.1,1014.1,-10.2,0,1.8,MEDIUM
3/3/2013 23:00,17,52,25,89,1100,2,5.2,1014.8,-10.6,0,1.7,LOW
4/3/2013 0:00,19,70,45,90,2399,2,7.7,1015.7,-11.1,0,2.6,LOW
4/3/2013 1:00,44,117,49,89,2299,2,8.2,1016.7,-11.7,0,2.8,MEDIUM
4/3/2013 2:00,42,93,24,67,800,15,8.1,1016.7,-11.8,0,4.3,MEDIUM
4/3/2013 3:00,18,29,17,50,600,35,7.2,1016.9,-11.6,0,2.8,LOW
4/3/2013 4:00,10,23,20,40,500,40,6,1018,-11.6,0,1,LOW
4/3/2013 5:00,12,34,22,43,500,33,2.7,1018.6,-10.9,0,0.5,LOW
4/3/2013 6:00,8,30,24,52,500,24,3.8,1018.9,-11.4,0,2.3,LOW
4/3/2013 7:00,8,32,28,68,800,5,6.5,1019.7,-10.7,0,2.3,LOW
4/3/2013 8:00,12,61,36,74,1000,2,9,1020.7,-12.2,0,3.1,LOW
4/3/2013 9:00,19,50,40,66,900,16,10.6,1020.8,-12.1,0,1.3,LOW
4/3/2013 10:00,14,25,23,49,600,38,11.9,1020.4,-12.4,0,2.1,LOW
4/3/2013 11:00,4,9,19,47,500,44,13.1,1020,-13,0,3,LOW
4/3/2013 12:00,11,19,17,44,500,50,14.2,1018.9,-13.9,0,2.7,LOW
4/3/2013 13:00,3,8,12,41,400,58,15.3,1017.8,-13,0,2,LOW
4/3/2013 14:00,3,8,11,43,400,60,15.2,1017,-13.1,0,0.7,LOW
4/3/2013 15:00,10,16,15,53,500,52,15.3,1016.3,-13,0,2.4,LOW
4/3/2013 16:00,18,23,18,61,600,56,14.5,1015.7,-13.7,0,2.6,LOW
4/3/2013 17:00,22,70,15,68,600,58,12.7,1015.9,-11.8,0,2.6,MEDIUM
4/3/2013 18:00,29,70,17,79,700,43,11.6,1016.5,-11.3,0,3.4,MEDIUM
4/3/2013 19:00,33,73,17,86,700,32,10.9,1016.6,-10.6,0,3.5,MEDIUM
4/3/2013 20:00,34,84,25,88,800,25,9.9,1016.9,-10.3,0,3.1,MEDIUM
4/3/2013 21:00,44,88,43,97,1000,10,8.4,1016.9,-10,0,2.1,MEDIUM
4/3/2013 22:00,62,109,51,103,1100,2,8.6,1016.3,-9.9,0,2.4,MEDIUM
4/3/2013 23:00,70,116,62,106,1200,60,7.7,1015.7,-9.3,0,2.1,MEDIUM
5/3/2013 0:00,87,153,55,104,1200,60,4.7,1015.2,-9.1,0,1.6,MEDIUM
5/3/2013 1:00,100,170,64,101,1399,60,1.1,1014.7,-7.9,0,0,MEDIUM
5/3/2013 2:00,113,167,48.66666667,99,1700,60,-0.6,1014.4,-8.1,0,0,MEDIUM
5/3/2013 3:00,129,179,61,92,1866.333333,60,0.2,1014,-8.8,0,1.2,HIGH
5/3/2013 4:00,132,183,46,93.66666667,1899,60,1.8,1013.7,-9.5,0,1.5,HIGH
5/3/2013 5:00,128,189,55,87,2000,60,0.6,1013.9,-9.4,0,0.8,HIGH
5/3/2013 6:00,101,116,59,87,2100,60,-0.2,1013.4,-8.6,0,1.3,MEDIUM
5/3/2013 7:00,99,142,54,83,2700,60,2.9,1013.4,-9.1,0,1.3,MEDIUM
5/3/2013 8:00,100,158,77,87,2899,60,5.1,1013.4,-9.1,0,1.2,MEDIUM
5/3/2013 9:00,108,178,108,92,3100,60,7.7,1012.8,-8.4,0,1.5,MEDIUM
5/3/2013 10:00,132,223,98,98,2700,60,9.4,1012,-8.2,0,1.5,HIGH
5/3/2013 11:00,138,198,78,94,1899,60,10.6,1011.1,-8.1,0,1.4,HIGH
5/3/2013 12:00,115,173,86,95,1899,15,11.9,1009.7,-7.5,0,1.3,HIGH
5/3/2013 13:00,3,6,82,62,1700,60,12.6,1008.5,-8,0,1,LOW
5/3/2013 14:00,3,138,82,123,1800,58,13.5,1007.7,-7.8,0,1.4,LOW
5/3/2013 15:00,3,183,89,139,1899,58,13.8,1007.2,-7.6,0,1.2,LOW
5/3/2013 16:00,167,195,92,150,2100,58,13.2,1007.1,-7,0,2,HIGH
5/3/2013 17:00,168,201,80,167,2299,43,12.1,1007.7,-6.4,0,1.6,HIGH
5/3/2013 18:00,182,225,98,177,2700,32,9,1008.2,-5.7,0,1.4,HIGH
5/3/2013 19:00,209,270,100,179,3000,25,5.3,1008.5,-4.8,0,0,HIGH
5/3/2013 20:00,225,293,89,169,3500,24,3.3,1008.7,-4.7,0,0.2,HIGH
5/3/2013 21:00,237,316,100,168,4799,24,2.9,1009,-4.6,0,1.2,HIGH
5/3/2013 22:00,270,343,98,172,4700,24,5.2,1008.9,-6.1,0,1.1,HIGH
5/3/2013 23:00,268,328,106,158,4200,24,4.9,1008.4,-6.1,0,1.4,HIGH
6/3/2013 0:00,243,274,82,142,3299,24,4.9,1008.5,-6.4,0,1.2,HIGH
6/3/2013 1:00,213,239,76,137,3000,24,4.8,1008.3,-5.9,0,1.5,HIGH
6/3/2013 2:00,200,220,62,134,3100,24,4.1,1007.8,-5.9,0,1.9,HIGH
6/3/2013 3:00,206,233,62,130,3899,24,4,1007.6,-6.3,0,1.9,HIGH
6/3/2013 4:00,217,248,66,123,3799,24,3.9,1007.3,-6.1,0,1.4,HIGH
6/3/2013 5:00,216,234,63,121,2899,24,4.1,1007.8,-5.7,0,1.6,HIGH
6/3/2013 6:00,193,227,63,119,2899,24,4.5,1008.4,-5.3,0,2,HIGH
6/3/2013 7:00,198,241,62,114,3299,24,5.7,1009.3,-5,0,1.7,HIGH
6/3/2013 8:00,205,260,97,117,3200,24,6.6,1009.3,-4.8,0,1.7,HIGH
6/3/2013 9:00,212,274,104,104,3100,24,7.5,1009.1,-4.6,0,1.7,HIGH
6/3/2013 10:00,200,254,109,108,3600,24,8.7,1008.6,-4.5,0,1.5,HIGH
6/3/2013 11:00,218,278,124,116,3399,24,10.1,1007.7,-4.7,0,1.4,HIGH
6/3/2013 12:00,221,285,118,122,3100,24,11.1,1006.9,-4.2,0,0.4,HIGH
6/3/2013 13:00,246,295,118,127,2799,24,12.6,1005.8,-3.7,0,1.5,HIGH
6/3/2013 14:00,246,273,118,125,2500,18,14.5,1005.5,-3.3,0,1.6,HIGH
6/3/2013 15:00,239,259,137,134,2799,13,14.7,1005.5,-3.2,0,2.5,HIGH
6/3/2013 16:00,249,298,138,158,3500,3,14.2,1005.5,-3.2,0,1.4,HIGH
6/3/2013 17:00,259,330,141,152,3200,3,11.6,1005.9,-3.4,0,1.1,HIGH
6/3/2013 18:00,248,311,136,147,3200,3,6.8,1006.8,-2.9,0,0.9,HIGH
6/3/2013 19:00,244,317,130,146,3600,3,5.1,1007.6,-2.5,0,1.2,HIGH
6/3/2013 20:00,251,332,134,146,3600,3,4.4,1008.2,-2.5,0,1.1,HIGH
6/3/2013 21:00,253,313,126,141,3799,3,3.8,1007.7,-2.2,0,1.9,HIGH
6/3/2013 22:00,266,322,133,138,4000,3,2.4,1007.3,-2.5,0,1.2,HIGH
6/3/2013 23:00,266,328,104,129,4299,3,2.3,1007.2,-2.4,0,1.3,HIGH
7/3/2013 0:00,270,347,108,129,4500,3,1.5,1007.1,-2.6,0,0.8,HIGH
7/3/2013 1:00,276,349,99,124,4200,3,0.7,1007.1,-2.7,0,1.2,HIGH
7/3/2013 2:00,257,323,82,118,4200,3,1.5,1006.9,-2.5,0,0.6,HIGH
7/3/2013 3:00,237,310,47,109,4400,3,0.3,1006.5,-2.7,0,1.7,HIGH
7/3/2013 4:00,238,310,41,103,4900,3,-0.9,1006.4,-3.3,0,0.5,HIGH
7/3/2013 5:00,242,309,35,103,6299,3,1.6,1006.7,-1.5,0,1.7,HIGH
7/3/2013 6:00,254,325,35,102,6900,3,0.3,1006.6,-2.7,0,0.4,HIGH
7/3/2013 7:00,266,337,36,103,8099,3,2.4,1006.8,-1.4,0,1.5,HIGH
7/3/2013 8:00,333,414,54,114,8400,3,8.3,1006.5,-1,0,0.8,HIGH
7/3/2013 9:00,379,506,138,137,7900,3,10.1,1006.1,-0.7,0,0.6,HIGH
7/3/2013 10:00,370,504,137,167,7099,3,12.7,1005.5,-1.6,0,1.2,HIGH
7/3/2013 11:00,399,493,146,176,6200,3,16.5,1003.6,-1.6,0,1.7,HIGH
7/3/2013 12:00,347,401,136,173,4500,3,17.1,1001.6,-3.1,0,3.7,HIGH
7/3/2013 13:00,276,295,81,170,3799,5,17.7,1000.2,-3.2,0,3.1,HIGH
7/3/2013 14:00,202,240,84,133,2899,35,18.3,998.6,-3.2,0,3.6,HIGH
7/3/2013 15:00,244,246,57,96,2100,48,18.6,997.6,-1.8,0,3.3,HIGH
7/3/2013 16:00,3,6,52,70,1800,68,17.9,997.2,-0.9,0,1.9,LOW
7/3/2013 17:00,3,6,70,88,2200,68,15.4,997.1,-1.7,0,1.4,LOW
7/3/2013 18:00,3,258,77,130,2700,68,14.4,997.4,-2.5,0,1.9,LOW
7/3/2013 19:00,122,310,77,161,3100,2,13.4,997.9,-2.6,0,1.5,HIGH
7/3/2013 20:00,188,332,78,176,3600,68,11.8,997.7,-2.1,0,1.5,HIGH
7/3/2013 21:00,251,341,86,174,3899,68,9.2,997.9,-1.3,0,1.4,HIGH
7/3/2013 22:00,236,342,83,176,4099,68,7.5,998.3,-1.2,0,1.3,HIGH
7/3/2013 23:00,316,336,80,174,5799,68,6.6,998.4,-0.9,0,0.1,HIGH
8/3/2013 0:00,158,358,77,174,6500,68,4.1,998.2,-1.3,0,0,HIGH
8/3/2013 1:00,350,354,75,168,6799,68,3.3,998.5,-1.7,0,0.9,HIGH
8/3/2013 2:00,313,373,62,151,6000,68,2.5,998.2,-1.9,0,0.8,HIGH
8/3/2013 3:00,299,324,56,147,6900,68,1.8,997.9,-1.8,0,0,HIGH
8/3/2013 4:00,287,342,58,144,7500,68,1.3,998.5,-1.8,0,1,HIGH
8/3/2013 5:00,313,335,55,144,7500,68,1.4,999,-1.5,0,0.8,HIGH
8/3/2013 6:00,302,336,48,134,7599,68,1.1,999.7,-1.8,0,0.8,HIGH
8/3/2013 7:00,299,337,43,129,8500,68,5.7,1000.4,0.5,0,1,HIGH
8/3/2013 8:00,290,355,66,127,7866.333333,68,10.9,1000.8,1.4,0,0.7,HIGH
8/3/2013 9:00,56,108,132,154,10000,68,16.9,1001.1,-0.4,0,1,MEDIUM
8/3/2013 10:00,277,360,122.2368,188.6707,5099,68,19.1,1000.9,-0.4,0,1.9,HIGH
8/3/2013 11:00,297,346,83,192,7299,68,20.5,1000.5,-3.3,0,4.4,HIGH
8/3/2013 12:00,248,255,53,142,4400,68,21.7,999.4,-2.3,0,3,HIGH
8/3/2013 13:00,195,254,40,96,2500,68,22.5,998.2,-2.3,0,3.3,HIGH
8/3/2013 14:00,179,236,39,81,1899,68,17.4,998.3,1.4,0,4.5,HIGH
8/3/2013 15:00,289,476,75,112,3700,68,13.9,999.5,1.2,0,2.7,HIGH
8/3/2013 16:00,215,400,77,98,2600,67,11.9,1000.2,0,0,2.6,HIGH
8/3/2013 17:00,142,242,58,78,1700,56,10.3,999.9,-0.5,0,2.8,HIGH
8/3/2013 18:00,118,171,45,72,1300,56,9.3,1000.6,-0.9,0,1.4,HIGH
8/3/2013 19:00,75,127,40,68,1200,56,8,1000.5,-0.3,0,0.8,MEDIUM
8/3/2013 20:00,91,138,37,75,1300,56,7.9,1000.4,-1.6,0,1.4,MEDIUM
8/3/2013 21:00,95,123,38,77,1300,56,7.2,1000,-1.5,0,1.6,MEDIUM
8/3/2013 22:00,82,102,34,75,1300,56,6.3,999,-3.4,0,0.9,MEDIUM
8/3/2013 23:00,85,117,43,78,1700,56,5.7,997.7,-3.4,0,1,MEDIUM
9/3/2013 0:00,83,94,50,72,1899,56,3.6,996.1,-2.6,0,0.6,MEDIUM
9/3/2013 1:00,87,88,45,67,2000,56,2.1,994.9,-2.6,0,1.1,MEDIUM
9/3/2013 2:00,68,106,20.47493333,69,2200,56,1.4,994.1,-3.1,0,0,MEDIUM
9/3/2013 3:00,108,111,42,77,2166.666667,56,1.1,993,-3.2,0,1.4,MEDIUM
9/3/2013 4:00,95,119,33,80.66666667,2600,56,1.8,992,-2.3,0,0,MEDIUM
9/3/2013 5:00,94,137,36,82,2600,56,3.2,992,-2.8,0,1.3,MEDIUM
9/3/2013 6:00,106,143,34,83,2600,56,2.8,992.2,-2.5,0,1,MEDIUM
9/3/2013 7:00,101,159,41,79,3100,56,4.6,992.9,-2.1,0,1.8,MEDIUM
9/3/2013 8:00,105,175,48,76,3500,56,8.4,994.1,-1.7,0,2.6,MEDIUM
9/3/2013 9:00,105,166,80,76,1899,56,16.3,995.9,-0.4,0,3.3,MEDIUM
9/3/2013 10:00,149,499,84,62,1800,56,16.7,998.3,-4.6,0,7.7,HIGH
9/3/2013 11:00,87,829,36,34,700,56,14.3,1001.3,-9.1,0,7.4,MEDIUM
9/3/2013 12:00,74,525.6666667,9.4248,20.53,366.6666667,56,12.4,1004.3,-14.4,0,7.9,MEDIUM
9/3/2013 13:00,76,388.6666667,5,17,200,63,10.3,1006.5,-17,0,7.2,MEDIUM
9/3/2013 14:00,74,388.6666667,4,16,200,69,10.5,1008.1,-16.8,0,6.7,MEDIUM
9/3/2013 15:00,41,629,3,14,200,69,10.2,1009.4,-17.1,0,3.9,MEDIUM
9/3/2013 16:00,26,344,3,14,200,69,10.5,1010.8,-17.8,0,4.8,MEDIUM
9/3/2013 17:00,14,193,3,16,200,69,8.6,1013,-18.3,0,4.8,LOW
9/3/2013 18:00,11,151,4,22,300,69,7.4,1015.9,-19.3,0,4.8,LOW
9/3/2013 19:00,14,120,4,22,300,69,6.4,1018.1,-18.4,0,3.5,LOW
9/3/2013 20:00,23,93,6,22,300,69,5.6,1019.7,-18.3,0,4.5,MEDIUM
9/3/2013 21:00,14,68,7,24,400,69,4.8,1020.3,-17.6,0,3.3,LOW
9/3/2013 22:00,17,54,6,27,400,69,3.8,1021.2,-17.8,0,1.2,LOW
9/3/2013 23:00,12,44,10,37,500,69,0.8,1021.3,-14.1,0,0.6,LOW
10/3/2013 0:00,19,44,8,46,500,69,-0.5,1020.8,-13.4,0,0,LOW
10/3/2013 1:00,13,31,8,48,500,69,-0.2,1021.1,-11.6,0,1,LOW
10/3/2013 2:00,21,29,9,49,600,69,-2.1,1020.9,-11.7,0,0.7,LOW
10/3/2013 3:00,16,35,8,55,600,69,-2,1021.1,-11.8,0,1.2,LOW
10/3/2013 4:00,22,30,8,62,700,69,-1.3,1021.9,-14.8,0,0,MEDIUM
10/3/2013 5:00,16,20,8,66,900,69,-1.8,1022,-10.9,0,1.7,LOW
10/3/2013 6:00,14,38,11,71,1000,69,-2,1022.5,-11.8,0,0,LOW
10/3/2013 7:00,30,59,27,78,1399,69,3.5,1023.2,-14.7,0,2.3,MEDIUM
10/3/2013 8:00,26,58,28,70,1100,69,5.3,1023.5,-15.9,0,4.6,MEDIUM
10/3/2013 9:00,21,64,22,58,800,69,6.8,1023.1,-15.9,0,5.2,LOW
10/3/2013 10:00,31,64,18,53,700,69,8.3,1022.4,-14.7,0,4.6,MEDIUM
10/3/2013 11:00,34,72,18,50,900,69,9.8,1021.9,-14.2,0,2.7,MEDIUM
10/3/2013 12:00,44,64,20,49,700,69,10.4,1021,-14.4,0,0.4,MEDIUM
10/3/2013 13:00,27,55,18,48,600,69,11.2,1020,-13.8,0,2.8,MEDIUM
10/3/2013 14:00,31,53,13,47,600,67,11.4,1019,-13.6,0,4,MEDIUM
10/3/2013 15:00,25,68,12,47,600,66,11.3,1018.7,-14.5,0,4.5,MEDIUM
10/3/2013 16:00,32,79,12,52,600,65,10.4,1018.3,-13.7,0,4.1,MEDIUM
10/3/2013 17:00,41,90,16,55,600,65,9.1,1018.2,-13.4,0,4.4,MEDIUM
10/3/2013 18:00,45,96,18,62,700,65,8.2,1018.5,-12.3,0,2.6,MEDIUM
10/3/2013 19:00,61,104,19,68,800,65,7.7,1018.8,-11.1,0,2.3,MEDIUM
10/3/2013 20:00,74,125,28,76,1000,65,7.4,1018.8,-10.9,0,3.5,MEDIUM
10/3/2013 21:00,79,136,35,82,1100,65,6.5,1018.9,-10.3,0,2.7,MEDIUM
10/3/2013 22:00,91,146,48,87,1300,65,5.9,1018.5,-10,0,2.4,MEDIUM
10/3/2013 23:00,101,155,43,89,1300,65,3,1018.7,-9,0,0.9,MEDIUM
11/3/2013 0:00,106,170,45,90,1399,65,0.3,1018.5,-8.7,0,1.4,MEDIUM
11/3/2013 1:00,113,170,41,89,1600,65,-0.7,1018,-7.3,0,0.7,MEDIUM
11/3/2013 2:00,111,169,43,86,1700,65,-1.7,1017.4,-7,0,0.5,MEDIUM
11/3/2013 3:00,122,169,42,82,1700,65,-2.1,1017.2,-6.5,0,0.6,HIGH
11/3/2013 4:00,117,186,41,79,2000,65,-1.6,1016.9,-7.9,0,1.1,HIGH
11/3/2013 5:00,107,182,20,77,2500,65,-2.3,1016.9,-8,0,0.1,MEDIUM
11/3/2013 6:00,107,160,22,78,2600,65,-2.1,1017,-8,0,0.9,MEDIUM
11/3/2013 7:00,106,172,29,76,3000,65,1.3,1017.4,-8.3,0,1.9,MEDIUM
11/3/2013 8:00,109,169,48,78,2700,65,3.1,1017.5,-8.6,0,1.8,MEDIUM
11/3/2013 9:00,115,192,72,79,2700,65,4.6,1016.8,-8.2,0,1.8,HIGH
11/3/2013 10:00,125,179,76,81,2399,65,6.7,1016,-8.1,0,1.4,HIGH
11/3/2013 11:00,146,193,76,85,2499.666667,65,7.6,1015,-8.1,0,1.3,HIGH
11/3/2013 12:00,153,189,79,92,2500,65,9.7,1013.4,-7.5,0,1.6,HIGH
11/3/2013 13:00,157,208,84,103,2600,65,11.3,1012.3,-7.1,0,3.5,HIGH
11/3/2013 14:00,134,167,78,91,1800,65,11.4,1010.9,-7.5,0,2.5,HIGH
11/3/2013 15:00,109,135,89,72,1399,64,10.7,1010.3,-6.2,0,2.1,MEDIUM
11/3/2013 16:00,140,184,106,83,1800,60,10.4,1009.5,-6.5,0,3.4,HIGH
11/3/2013 17:00,147,205,115,93,2000,54,9.7,1009.7,-5.8,0,2.1,HIGH
11/3/2013 18:00,168,244,148,104,2700,48,9.7,1009.8,-5.1,0,2,HIGH
11/3/2013 19:00,176,265,156,110,2899,33,9.6,1010,-4.4,0,1.5,HIGH
11/3/2013 20:00,202,273,158,112,3100,30,9.8,1010.4,-2.8,0,1.3,HIGH
11/3/2013 21:00,201,279,144,112,2899,30,9.6,1009.8,-2.7,0,1.5,HIGH
11/3/2013 22:00,205,262,115,107,2600,30,9.3,1009.2,-4,0,1.5,HIGH
11/3/2013 23:00,183,228,90,99,2200,30,8.6,1008,-4.6,0,1.1,HIGH
12/3/2013 0:00,96,124,51,84,1399,30,6.3,1007.5,-2.8,0,1,MEDIUM
12/3/2013 1:00,101,130,51,84,1600,30,4.8,1006.8,-2.8,0,0,MEDIUM
12/3/2013 2:00,119,161,51,82,1800,30,5.3,1005.8,-1,0,0.2,HIGH
12/3/2013 3:00,117,148,58,78,1599.666667,30,6.4,1005.8,-1,0.1,2.2,HIGH
12/3/2013 4:00,135,232,46,78,2399,30,4.3,1006.3,1.5,0.4,0.9,HIGH
12/3/2013 5:00,179,233,19,76,3200,30,4.7,1006.1,1.5,0.1,1.3,HIGH
12/3/2013 6:00,155,169,12,74,2799,30,4.1,1006.2,2.6,0.9,1,HIGH
12/3/2013 7:00,154,170,14,68,3100,30,3.5,1006.9,2.2,0.9,1.4,HIGH
12/3/2013 8:00,125,171,10,72,2000,30,3.1,1006.9,1.9,0.4,1.5,HIGH
12/3/2013 9:00,91,106,10,70,2200,30,3.4,1006.6,2.2,0,1.3,MEDIUM
12/3/2013 10:00,106,116,8,70,2100,30,3.7,1006.8,2.2,0,0.9,MEDIUM
12/3/2013 11:00,107,116,8,70,2000,30,4.4,1006.5,2.6,0,1.4,MEDIUM
12/3/2013 12:00,158,158,13.66666667,89.66666667,2899.333333,30,4.8,1006.8,2.2,0,1.5,HIGH
12/3/2013 13:00,156,113,20,71,1633.333333,30,5.3,1006.6,2.8,0.1,1.8,HIGH
12/3/2013 14:00,152,119,17,69,1700,30,5.6,1007.1,2.9,0,1.6,HIGH
12/3/2013 15:00,150,105,22,69,1600,26,6.4,1007.6,3.2,0,1.5,HIGH
12/3/2013 16:00,137,104,25,67,1600,13,6.6,1008.1,3.2,0,0.6,HIGH
12/3/2013 17:00,116,119,30,67,1700,3,6.4,1009.4,3.4,0,1.4,HIGH
12/3/2013 18:00,133,138,29,77,1800,2,5.8,1011.1,3.1,0,0.4,HIGH
12/3/2013 19:00,134,159,26,126,2200,2,3.3,1012.5,2.1,0,0.5,HIGH
12/3/2013 20:00,149,171,17,126,2700,2,2.9,1014.1,2.2,0,0.7,HIGH
